quiz_id,created_at,published_at,question,option_1,option_2,option_3,option_4,correct_option_id,correct_answer,explanation,key,level,category,message_id,status,audio_text,audio_file_id
q_1770369180000_cximobee6,2026-02-06T09:13:00.000Z,,_____ gehst du jetzt?,Wohin,Warum,Worauf,Worüber,0,Wohin,„Wohin“ fragt nach dem Ziel/der Richtung.,gehst_du_jetzt,A1,W‑Fragen,,ready,,
q_1770369240000_uzm7nmc7m,2026-02-06T09:14:00.000Z,,_____ Stadt gefällt dir?,Welche,Woran,Wozu,Wodurch,0,Welche,„Welche“ fragt nach einer Auswahl.,stadt_gefaellt_dir,A1,W‑Fragen,,ready,,
q_1770369300000_uipjexoxg,2026-02-06T09:15:00.000Z,,_____ suchst du?,Woran,Welche,Wem,Wen,3,Wen,„Wen“ fragt nach einer Person im Akkusativ.,suchst_du,A2,W‑Fragen,,ready,,
q_1770369360000_zvgkmt0p2,2026-02-06T09:16:00.000Z,,_____ dankst du?,Was,Wem,Woraus,Worauf,1,Wem,„Wem“ fragt nach dem Dativ-Objekt (Empfänger).,dankst_du,A2,W‑Fragen,,ready,,
q_1770369420000_q5x6xk357,2026-02-06T09:17:00.000Z,,_____ Jacke ist das?,Wobei,Woher,Wessen,Wen,2,Wessen,„Wessen“ fragt nach Besitz/Zugehörigkeit.,jacke_ist_das,A2,W‑Fragen,,ready,,
q_1770369480000_xz5nnvbno,2026-02-06T09:18:00.000Z,,_____ putzt du den Tisch?,Womit,Warum,Wo,Wobei,0,Womit,„Womit“ fragt nach dem Mittel/Instrument (mit + Dativ).,putzt_du_den_tisch,A2,W‑Fragen,,ready,,
q_1770369540000_6yymaeokp,2026-02-06T09:19:00.000Z,,_____ ist das gut?,Warum,Welche,Wie,Wofür,3,Wofür,„Wofür“ fragt nach Zweck/Verwendung (für + Akkusativ).,ist_das_gut,A2,W‑Fragen,,ready,,
q_1770369600000_z9e8tyl1l,2026-02-06T09:20:00.000Z,,_____ lachst du?,Worüber,Wem,Woran,Was,0,Worüber,„Worüber“ fragt nach dem Thema (über + Akkusativ).,lachst_du,A2,W‑Fragen,,ready,,
q_1770369660000_v3hb5bdze,2026-02-06T09:21:00.000Z,,_____ bist du stolz?,Wohin,Wem,Worauf,Wessen,2,Worauf,„Worauf“ fragt nach Bezug/Objekt (auf + Akkusativ).,bist_du_stolz,A2,W‑Fragen,,ready,,
q_1770369720000_qpmp2bce6,2026-02-06T09:22:00.000Z,,_____ glaubst du?,Wie,Wann,Warum,Woran,3,Woran,„Woran“ fragt nach Bezug (an + Dativ/Akkusativ je nach Kontext).,glaubst_du,A2,W‑Fragen,,ready,,
q_1770369780000_1g3ewej28,2026-02-06T09:23:00.000Z,,_____ ist dieses Tool gut?,Wem,Woher,Wozu,Worauf,2,Wozu,„Wozu“ fragt nach Zweck/Ziel (zu).,ist_das_gut_54ph,A2,W‑Fragen,,ready,,
q_1770369840000_kfrtgppaq,2026-02-06T09:24:00.000Z,,_____ wird das schlimmer?,Wodurch,Wozu,Wohin,Warum,0,Wodurch,„Wodurch“ fragt nach Ursache/Mittel (durch + Akkusativ).,wird_das_schlimmer,A2,W‑Fragen,,ready,,
q_1770369900000_aerf77zpx,2026-02-06T09:25:00.000Z,,_____ machst du eine Pause?,Wann,Woraus,Wobei,Wessen,2,Wobei,„Wobei“ fragt nach Begleitumstand (bei).,machst_du_eine_pause,A2,W‑Fragen,,ready,,
q_1770369960000_edgg4zm77,2026-02-06T09:26:00.000Z,,_____ ist das Haus gebaut?,Woraus,Worüber,Woher,Wem,0,Woraus,„Woraus“ fragt nach Material/Herkunft (aus + Dativ).,ist_das_haus_gebaut,A2,W‑Fragen,,ready,,
q_1770370020000_iktqe2bfr,2026-02-06T09:27:00.000Z,,_____ hilft dir?,Wer,Wodurch,Was,Wohin,0,Wer,„Wer“ fragt nach einer Person (Nominativ).,hilft_dir,A1,W‑Fragen,,ready,,
q_1770370080000_vhi3i8t89,2026-02-06T09:28:00.000Z,,_____ lernst du heute?,Wann,Wen,Was,Wozu,2,Was,„Was“ fragt nach einer Sache/Handlung.,lernst_du_heute,A1,W‑Fragen,,ready,,
q_1770370140000_3uef4p2zp,2026-02-06T09:29:00.000Z,,_____ ist die Post?,Wem,Wessen,Wo,Woran,2,Wo,„Wo“ fragt nach dem Ort.,ist_die_post,A1,W‑Fragen,,ready,,
q_1770370200000_7g2ii41i3,2026-02-06T09:30:00.000Z,,_____ stehst du auf?,Wessen,Wem,Wofür,Wann,3,Wann,„Wann“ fragt nach der Zeit.,stehst_du_auf,A1,W‑Fragen,,ready,,
q_1770370260000_sviu1sfpd,2026-02-06T09:31:00.000Z,,_____ gehst du nicht mit?,Wie,Warum,Wann,Wen,1,Warum,„Warum“ fragt nach dem Grund.,gehst_du_nicht_mit,A1,W‑Fragen,,ready,,
q_1770370320000_qos38n3en,2026-02-06T09:32:00.000Z,,_____ kommst du zur Schule?,Wie,Wofür,Wozu,Womit,0,Wie,„Wie“ fragt nach der Art/Weise oder dem Zustand.,kommst_du_zur_schule,A1,W‑Fragen,,ready,,
q_1770370380000_lsfzwp02k,2026-02-06T09:33:00.000Z,,_____ kommt die Musik?,Wie,Wohin,Woher,Wozu,2,Woher,„Woher“ fragt nach der Herkunft.,kommt_die_musik,A1,W‑Fragen,,ready,,
q_1770370440000_21ksttdp2,2026-02-06T09:34:00.000Z,,_____ bringst du das Paket?,Wohin,Wozu,Wem,Wer,0,Wohin,„Wohin“ fragt nach dem Ziel/der Richtung.,bringst_du_das_paket,A1,W‑Fragen,,ready,,
q_1770370500000_1em3kb9jh,2026-02-06T09:35:00.000Z,,_____ Filme schaust du gern?,Was,Wer,Wohin,Welche,3,Welche,„Welche“ fragt nach einer Auswahl.,filme_schaust_du_gern,A1,W‑Fragen,,ready,,
q_1770370560000_p3476wl05,2026-02-06T09:36:00.000Z,,_____ besuchst du am Wochenende?,Wodurch,Wen,Warum,Wie,1,Wen,„Wen“ fragt nach einer Person im Akkusativ.,besuchst_du_am_wochenende,A2,W‑Fragen,,ready,,
q_1770370620000_llmsl5bzi,2026-02-06T09:37:00.000Z,,_____ glaubst du bei dieser Geschichte?,Wem,Wer,Wann,Welche,0,Wem,„Wem“ fragt nach dem Dativ-Objekt (Empfänger).,glaubst_du_v6b8,A2,W‑Fragen,,ready,,
q_1770370680000_jho4uenxb,2026-02-06T09:38:00.000Z,,_____ Schlüssel sind das?,Wessen,Wem,Wodurch,Woran,0,Wessen,„Wessen“ fragt nach Besitz/Zugehörigkeit.,schluessel_sind_das,A2,W‑Fragen,,ready,,
q_1770370740000_3onyh9ywg,2026-02-06T09:39:00.000Z,,_____ bezahlst du?,Woher,Woran,Wen,Womit,3,Womit,„Womit“ fragt nach dem Mittel/Instrument (mit + Dativ).,bezahlst_du,A2,W‑Fragen,,ready,,
q_1770370800000_lq0slgat9,2026-02-06T09:40:00.000Z,,_____ sparst du Geld?,Woraus,Was,Wofür,Woher,2,Wofür,„Wofür“ fragt nach Zweck/Verwendung (für + Akkusativ).,sparst_du_geld,A2,W‑Fragen,,ready,,
q_1770370860000_0wt35yjlf,2026-02-06T09:41:00.000Z,,_____ denkst du nach?,Welche,Wo,Wofür,Worüber,3,Worüber,„Worüber“ fragt nach dem Thema (über + Akkusativ).,denkst_du_nach,A2,W‑Fragen,,ready,,
q_1770370920000_a0lgotxrk,2026-02-06T09:42:00.000Z,,_____ konzentrierst du dich?,Worauf,Wessen,Wofür,Wo,0,Worauf,„Worauf“ fragt nach Bezug/Objekt (auf + Akkusativ).,konzentrierst_du_dich,A2,W‑Fragen,,ready,,
q_1770370980000_tssybe8dw,2026-02-06T09:43:00.000Z,,_____ erinnerst du dich?,Wie,Wen,Woran,Wodurch,2,Woran,„Woran“ fragt nach Bezug (an + Dativ/Akkusativ je nach Kontext).,erinnerst_du_dich,A2,W‑Fragen,,ready,,
q_1770371040000_7cisqv80r,2026-02-06T09:44:00.000Z,,_____ verwendest du das?,Woraus,Wozu,Welche,Wo,1,Wozu,„Wozu“ fragt nach Zweck/Ziel (zu).,verwendest_du_das,A2,W‑Fragen,,ready,,
q_1770371100000_0pbkr05dv,2026-02-06T09:45:00.000Z,,_____ wird das verursacht?,Wodurch,Wozu,Wie,Woraus,0,Wodurch,„Wodurch“ fragt nach Ursache/Mittel (durch + Akkusativ).,wird_das_verursacht,A2,W‑Fragen,,ready,,
q_1770371160000_xwxu9xchl,2026-02-06T09:46:00.000Z,,_____ lernst du am liebsten?,Woran,Wobei,Wen,Was,1,Wobei,„Wobei“ fragt nach Begleitumstand (bei).,lernst_du_am_liebsten,A2,W‑Fragen,,ready,,
q_1770371220000_4s89ou5w1,2026-02-06T09:47:00.000Z,,_____ ist das Papier?,Woher,Woraus,Wem,Welche,1,Woraus,„Woraus“ fragt nach Material/Herkunft (aus + Dativ).,ist_das_papier,A2,W‑Fragen,,ready,,
q_1770371280000_y9i8s5ers,2026-02-06T09:48:00.000Z,,_____ kocht heute Abend?,Wer,Wobei,Woran,Womit,0,Wer,„Wer“ fragt nach einer Person (Nominativ).,kocht_heute_abend,A1,W‑Fragen,,ready,,
q_1770371340000_xenwe1h1d,2026-02-06T09:49:00.000Z,,_____ liest du gern?,Was,Warum,Woher,Woraus,0,Was,„Was“ fragt nach einer Sache/Handlung.,liest_du_gern,A1,W‑Fragen,,ready,,
q_1770371400000_7klca9khp,2026-02-06T09:50:00.000Z,,_____ ist der Supermarkt?,Woher,Wo,Worauf,Wozu,1,Wo,„Wo“ fragt nach dem Ort.,ist_der_supermarkt,A1,W‑Fragen,,ready,,
q_1770371460000_wludi1p7h,2026-02-06T09:51:00.000Z,,_____ gehst du schlafen?,Wodurch,Wessen,Wann,Was,2,Wann,„Wann“ fragt nach der Zeit.,gehst_du_schlafen,A1,W‑Fragen,,ready,,
q_1770371520000_wj2703ddo,2026-02-06T09:52:00.000Z,,_____ kaufst du das?,Wo,Wen,Wodurch,Warum,3,Warum,„Warum“ fragt nach dem Grund.,kaufst_du_das,A1,W‑Fragen,,ready,,
q_1770371580000_7fsdz3834,2026-02-06T09:53:00.000Z,,_____ fährst du nach Berlin?,Wie,Wer,Wo,Woher,0,Wie,„Wie“ fragt nach der Art/Weise oder dem Zustand.,faehrst_du_nach_berlin,A1,W‑Fragen,,ready,,
