quiz_id,created_at,published_at,question,option_1,option_2,option_3,option_4,correct_option_id,correct_answer,explanation,key,level,category,logic_domain,logic_domain_secondary,core_reason,difficulty_tag,message_id,status,audio_text,audio_file_id
logik_011,2026-02-14T09:10:00Z,,Was passt logisch? Ohne Internet kann ich die Datei nicht ___.,bügeln,kochen,malen,senden,3,senden,"Eine Datei kann man senden, nicht kochen oder bügeln.",a1_d1_senden_was_passt_logisch_ohne_internet_kann_011,A1,Semantische Logik,1,10,"Eine Datei kann man senden, nicht kochen oder bügeln.",A1-logic,,ready,,
logik_012,2026-02-14T09:11:00Z,,Was passt logisch? Vor der Prüfung bin ich ein bisschen ___.,trocken,billig,quadratisch,nervös,3,nervös,"Vor einer Prüfung beschreibt ""nervös"" den passenden Zustand.",a1_d1_nervoes_was_passt_logisch_vor_der_pruefung_b_012,A1,Semantische Logik,1,10,"Vor einer Prüfung beschreibt ""nervös"" den passenden Zustand.",A1-logic,,ready,,
logik_013,2026-02-14T09:12:00Z,,"Die Aufgabe war schwer, aber am Ende konnte ich sie ___.",falten,gießen,lösen,streichen,2,lösen,Ein Problem kann man lösen.,a2_d1_loesen_die_aufgabe_war_schwer_aber_am_ende__013,A2,Semantische Logik,1,10,Ein Problem kann man lösen.,A2-logic,,ready,,
logik_014,2026-02-14T09:13:00Z,,Was passt inhaltlich? Vor einer großen Ausgabe sollte man Preise ___.,verbrennen,verstecken,vergessen,vergleichen,3,vergleichen,Beim Kauf ist Vergleichen logisch sinnvoll.,a2_d1_vergleichen_was_passt_inhaltlich_vor_einer_gross_014,A2,Semantische Logik,1,10,Beim Kauf ist Vergleichen logisch sinnvoll.,A2-logic,,ready,,
logik_015,2026-02-14T09:14:00Z,,"Die Information ist wichtig, deshalb solltest du mich sofort ___.",informieren,fotografieren,sortieren,rasieren,0,informieren,"Bei wichtiger Information passt ""informieren"".",a2_d1_informieren_die_information_ist_wichtig_deshalb__015,A2,Semantische Logik,1,10,"Bei wichtiger Information passt ""informieren"".",A2-logic,,ready,,
logik_016,2026-02-14T09:15:00Z,,"Was passt inhaltlich? Wir haben zu wenig Zeit, wir müssen den Prozess ___.",vergraben,vereinfachen,verzieren,verdunkeln,1,vereinfachen,Wenig Zeit verlangt eine Vereinfachung.,a2_d1_vereinfachen_was_passt_inhaltlich_wir_haben_zu_we_016,A2,Semantische Logik,1,10,Wenig Zeit verlangt eine Vereinfachung.,A2-logic,,ready,,
logik_017,2026-02-14T09:16:00Z,,"Die Beschreibung ist unklar, wir sollten sie ___.",parken,wiegen,trocknen,präzisieren,3,präzisieren,Unklare Aussagen präzisiert man.,a2_d1_praezisieren_die_beschreibung_ist_unklar_wir_soll_017,A2,Semantische Logik,1,10,Unklare Aussagen präzisiert man.,A2-logic,,ready,,
logik_018,2026-02-14T09:17:00Z,,"Was passt inhaltlich? Das Budget ist knapp, daher müssen wir Kosten ___.",schälen,falten,senken,heilen,2,senken,Bei knappem Budget ist Kosten senken logisch.,a2_d1_senken_was_passt_inhaltlich_das_budget_ist__018,A2,Semantische Logik,1,10,Bei knappem Budget ist Kosten senken logisch.,A2-logic,,ready,,
logik_019,2026-02-14T09:18:00Z,,"Der Plan klingt gut, aber ist er auch ___.",nass,laut,rechteckig,realistisch,3,realistisch,Hier wird die Umsetzbarkeit bewertet.,a2_d1_realistisch_der_plan_klingt_gut_aber_ist_er_auch_019,A2,Semantische Logik,1,10,Hier wird die Umsetzbarkeit bewertet.,A2-logic,,ready,,
logik_020,2026-02-14T09:19:00Z,,"Was passt inhaltlich? Bevor wir entscheiden, sollten wir alle Daten ___.",prüfen,braten,schneiden,kleben,0,prüfen,Vor Entscheidungen prüft man Daten.,a2_d1_pruefen_was_passt_inhaltlich_bevor_wir_entsc_020,A2,Semantische Logik,1,10,Vor Entscheidungen prüft man Daten.,A2-logic,,ready,,
logik_021,2026-02-14T09:20:00Z,,"Was passt logisch? Die Aufgabe war schwer, aber am Ende konnte ich sie ___.",lösen,streichen,falten,gießen,0,lösen,Ein Problem kann man lösen.,a2_d1_loesen_was_passt_logisch_die_aufgabe_war_sc_021,A2,Semantische Logik,1,10,Ein Problem kann man lösen.,A2-logic,,ready,,
logik_022,2026-02-14T09:21:00Z,,Inhaltlich logisch: Vor einer großen Ausgabe sollte man Preise ___.,vergleichen,verstecken,verbrennen,vergessen,0,vergleichen,Beim Kauf ist Vergleichen logisch sinnvoll.,a2_d1_vergleichen_inhaltlich_logisch_vor_einer_grossen_022,A2,Semantische Logik,1,10,Beim Kauf ist Vergleichen logisch sinnvoll.,A2-logic,,ready,,
logik_023,2026-02-14T09:22:00Z,,"Was passt logisch? Die Information ist wichtig, deshalb solltest du mich sofort ___.",fotografieren,sortieren,rasieren,informieren,3,informieren,"Bei wichtiger Information passt ""informieren"".",a2_d1_informieren_was_passt_logisch_die_information_is_023,A2,Semantische Logik,1,10,"Bei wichtiger Information passt ""informieren"".",A2-logic,,ready,,
logik_024,2026-02-14T09:23:00Z,,"Inhaltlich logisch: Wir haben zu wenig Zeit, wir müssen den Prozess ___.",verzieren,vergraben,vereinfachen,verdunkeln,2,vereinfachen,Wenig Zeit verlangt eine Vereinfachung.,a2_d1_vereinfachen_inhaltlich_logisch_wir_haben_zu_weni_024,A2,Semantische Logik,1,10,Wenig Zeit verlangt eine Vereinfachung.,A2-logic,,ready,,
logik_025,2026-02-14T09:24:00Z,,"Was passt logisch? Die Beschreibung ist unklar, wir sollten sie ___.",trocknen,präzisieren,parken,wiegen,1,präzisieren,Unklare Aussagen präzisiert man.,a2_d1_praezisieren_was_passt_logisch_die_beschreibung_i_025,A2,Semantische Logik,1,10,Unklare Aussagen präzisiert man.,A2-logic,,ready,,
logik_026,2026-02-14T09:25:00Z,,"Inhaltlich logisch: Das Budget ist knapp, daher müssen wir Kosten ___.",schälen,falten,senken,heilen,2,senken,Bei knappem Budget ist Kosten senken logisch.,a2_d1_senken_inhaltlich_logisch_das_budget_ist_kn_026,A2,Semantische Logik,1,10,Bei knappem Budget ist Kosten senken logisch.,A2-logic,,ready,,
logik_027,2026-02-14T09:26:00Z,,"Was passt logisch? Der Plan klingt gut, aber ist er auch ___.",nass,laut,rechteckig,realistisch,3,realistisch,Hier wird die Umsetzbarkeit bewertet.,a2_d1_realistisch_was_passt_logisch_der_plan_klingt_gu_027,A2,Semantische Logik,1,10,Hier wird die Umsetzbarkeit bewertet.,A2-logic,,ready,,
logik_028,2026-02-14T09:27:00Z,,"Inhaltlich logisch: Bevor wir entscheiden, sollten wir alle Daten ___.",braten,kleben,prüfen,schneiden,2,prüfen,Vor Entscheidungen prüft man Daten.,a2_d1_pruefen_inhaltlich_logisch_bevor_wir_entsche_028,A2,Semantische Logik,1,10,Vor Entscheidungen prüft man Daten.,A2-logic,,ready,,
logik_029,2026-02-14T09:28:00Z,,"Für diese Rolle brauchst du jemanden, der auch unter Druck ___.",früh geht,laut lacht,belastbar bleibt,spät kommt,2,belastbar bleibt,Die Rolle verlangt Stabilität unter Druck.,b1_d1_belastbar_bleibt_fuer_diese_rolle_brauchst_du_jemande_029,B1,Semantische Logik,1,10,Die Rolle verlangt Stabilität unter Druck.,B1-logic,,ready,,
logik_030,2026-02-14T09:29:00Z,,"Inhaltlich stimmig ergänzen: Die Strategie klingt gut, aber ohne klare Schritte ist sie schwer ___.",umzusetzen,aufzuessen,anzuziehen,abzuzählen,0,umzusetzen,Strategien setzt man um.,b1_d1_umzusetzen_inhaltlich_stimmig_ergaenzen_die_str_030,B1,Semantische Logik,1,10,Strategien setzt man um.,B1-logic,,ready,,
logik_031,2026-02-14T09:30:00Z,,"Im Bericht sollten wir Risiken nicht nur nennen, sondern auch ___",färben,bewerten,falten,streichen,1,bewerten,Risiken müssen inhaltlich bewertet werden.,b1_d1_bewerten_im_bericht_sollten_wir_risiken_nicht_031,B1,Semantische Logik,1,10,Risiken müssen inhaltlich bewertet werden.,B1-logic,,ready,,
logik_032,2026-02-14T09:31:00Z,,"Inhaltlich stimmig ergänzen: Die Entscheidung war emotional verständlich, aber fachlich schwer ___.",nachvollziehbar,bunt,eckig,zugänglich,0,nachvollziehbar,Es geht um fachliche Nachvollziehbarkeit.,b1_d1_nachvollziehbar_inhaltlich_stimmig_ergaenzen_die_ent_032,B1,Semantische Logik,1,10,Es geht um fachliche Nachvollziehbarkeit.,B1-logic,,ready,,
logik_033,2026-02-14T09:32:00Z,,Für eine faire Diskussion müssen wir verschiedene Perspektiven ___.,berücksichtigen,aufräumen,wegwerfen,abkühlen,0,berücksichtigen,Fairness entsteht durch Einbezug mehrerer Perspektiven.,b1_d1_beruecksichtigen_fuer_eine_faire_diskussion_muessen_w_033,B1,Semantische Logik,1,10,Fairness entsteht durch Einbezug mehrerer Perspektiven.,B1-logic,,ready,,
logik_034,2026-02-14T09:33:00Z,,"Inhaltlich stimmig ergänzen: Der Vorschlag ist nur dann hilfreich, wenn er klar und ___.",glänzend ist,weich ist,zielführend ist,billig ist,2,zielführend ist,"Hilfreich ist ein Vorschlag, wenn er zum Ziel führt.",b1_d1_zielfuehrend_ist_inhaltlich_stimmig_ergaenzen_der_vor_034,B1,Semantische Logik,1,10,"Hilfreich ist ein Vorschlag, wenn er zum Ziel führt.",B1-logic,,ready,,
logik_035,2026-02-14T09:34:00Z,,"Was passt logisch? Für diese Rolle brauchst du jemanden, der auch unter Druck ___.",laut lacht,spät kommt,belastbar bleibt,früh geht,2,belastbar bleibt,Die Rolle verlangt Stabilität unter Druck.,b1_d1_belastbar_bleibt_was_passt_logisch_fuer_diese_rolle_b_035,B1,Semantische Logik,1,10,Die Rolle verlangt Stabilität unter Druck.,B1-logic,,ready,,
logik_036,2026-02-14T09:35:00Z,,"Was passt logisch? Inhaltlich stimmig ergänzen: Die Strategie klingt gut, aber ohne klare Schritte ist sie schwer ___.",aufzuessen,anzuziehen,abzuzählen,umzusetzen,3,umzusetzen,Strategien setzt man um.,b1_d1_umzusetzen_was_passt_logisch_inhaltlich_stimmig_036,B1,Semantische Logik,1,10,Strategien setzt man um.,B1-logic,,ready,,
logik_037,2026-02-14T09:36:00Z,,"Was passt logisch? Im Bericht sollten wir Risiken nicht nur nennen, sondern auch ___",streichen,bewerten,färben,falten,1,bewerten,Risiken müssen inhaltlich bewertet werden.,b1_d1_bewerten_was_passt_logisch_im_bericht_sollten_037,B1,Semantische Logik,1,10,Risiken müssen inhaltlich bewertet werden.,B1-logic,,ready,,
logik_038,2026-02-14T09:37:00Z,,"Was passt logisch? Inhaltlich stimmig ergänzen: Die Entscheidung war emotional verständlich, aber fachlich schwer ___.",nachvollziehbar,eckig,zugänglich,bunt,0,nachvollziehbar,Es geht um fachliche Nachvollziehbarkeit.,b1_d1_nachvollziehbar_was_passt_logisch_inhaltlich_stimmig_038,B1,Semantische Logik,1,10,Es geht um fachliche Nachvollziehbarkeit.,B1-logic,,ready,,
logik_039,2026-02-14T09:38:00Z,,Was passt logisch? Für eine faire Diskussion müssen wir verschiedene Perspektiven ___.,aufräumen,berücksichtigen,abkühlen,wegwerfen,1,berücksichtigen,Fairness entsteht durch Einbezug mehrerer Perspektiven.,b1_d1_beruecksichtigen_was_passt_logisch_fuer_eine_faire_di_039,B1,Semantische Logik,1,10,Fairness entsteht durch Einbezug mehrerer Perspektiven.,B1-logic,,ready,,
logik_040,2026-02-14T09:39:00Z,,"Was passt logisch? Inhaltlich stimmig ergänzen: Der Vorschlag ist nur dann hilfreich, wenn er klar und ___.",weich ist,glänzend ist,billig ist,zielführend ist,3,zielführend ist,"Hilfreich ist ein Vorschlag, wenn er zum Ziel führt.",b1_d1_zielfuehrend_ist_was_passt_logisch_inhaltlich_stimmig_040,B1,Semantische Logik,1,10,"Hilfreich ist ein Vorschlag, wenn er zum Ziel führt.",B1-logic,,ready,,
logik_041,2026-02-14T09:40:00Z,,"Es regnet stark, ___ ich nehme einen Regenschirm.",trotzdem,aber,deshalb,oder,2,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_es_regnet_stark_ich_nehme_einen_rege_041,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_042,2026-02-14T09:41:00Z,,Der Bus fährt in zwei Minuten. ___ wir gehen jetzt sofort los.,oder,aber,deshalb,trotzdem,2,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_der_bus_faehrt_in_zwei_minuten_wir_g_042,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_043,2026-02-14T09:42:00Z,,"Das Handy hat nur noch ein Prozent, ___ ich lade es direkt auf.",trotzdem,aber,oder,darum,3,darum,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_darum_das_handy_hat_nur_noch_ein_prozent_i_043,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_044,2026-02-14T09:43:00Z,,Die Milch ist leer. ___ ich gehe schnell einkaufen.,trotzdem,deshalb,oder,aber,1,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_die_milch_ist_leer_ich_gehe_schnell__044,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_045,2026-02-14T09:44:00Z,,"Morgen ist eine Prüfung, ___ ich lerne heute Abend.",aber,darum,trotzdem,oder,1,darum,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_darum_morgen_ist_eine_pruefung_ich_lerne_h_045,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_046,2026-02-14T09:45:00Z,,Die Tür ist noch offen. ___ ich schließe sie jetzt.,oder,deshalb,trotzdem,aber,1,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_die_tuer_ist_noch_offen_ich_schliess_046,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_047,2026-02-14T09:46:00Z,,Es regnet stark. ___ ich nehme einen Regenschirm.,trotzdem,aber,oder,deshalb,3,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_es_regnet_stark_ich_nehme_einen_rege_047,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_048,2026-02-14T09:47:00Z,,"Der Bus fährt in zwei Minuten, ___ wir gehen jetzt sofort los.",aber,oder,deshalb,trotzdem,2,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_der_bus_faehrt_in_zwei_minuten_wir_g_048,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_049,2026-02-14T09:48:00Z,,Das Handy hat nur noch ein Prozent. ___ ich lade es direkt auf.,trotzdem,darum,aber,oder,1,darum,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_darum_das_handy_hat_nur_noch_ein_prozent_i_049,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_050,2026-02-14T09:49:00Z,,"Die Milch ist leer, ___ ich gehe schnell einkaufen.",aber,oder,trotzdem,deshalb,3,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_die_milch_ist_leer_ich_gehe_schnell__050,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_051,2026-02-14T09:50:00Z,,Morgen ist eine Prüfung. ___ ich lerne heute Abend.,trotzdem,aber,oder,darum,3,darum,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_darum_morgen_ist_eine_pruefung_ich_lerne_h_051,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_052,2026-02-14T09:51:00Z,,"Die Tür ist noch offen, ___ ich schließe sie jetzt.",aber,trotzdem,oder,deshalb,3,deshalb,Die Alltagssituation führt logisch zur nächsten Handlung.,a1_d2_deshalb_die_tuer_ist_noch_offen_ich_schliess_052,A1,Situationslogik,2,6,Die Alltagssituation führt logisch zur nächsten Handlung.,A1-logic,,ready,,
logik_053,2026-02-14T09:52:00Z,,"Die Bahn streikt heute, ___ ich fahre mit dem Fahrrad zur Arbeit.",deshalb,trotzdem,oder,aber,0,deshalb,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_deshalb_die_bahn_streikt_heute_ich_fahre_mit_053,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_054,2026-02-14T09:53:00Z,,Der Termin wurde auf 8 Uhr vorverlegt. ___ ich stelle den Wecker früher.,darum,oder,trotzdem,aber,0,darum,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_darum_der_termin_wurde_auf_8_uhr_vorverleg_054,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_055,2026-02-14T09:54:00Z,,"Der Drucker zeigt Papierstau, ___ ich öffne erst die Klappe.",trotzdem,daher,oder,aber,1,daher,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_daher_der_drucker_zeigt_papierstau_ich_oef_055,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_056,2026-02-14T09:55:00Z,,Die Frist endet heute. ___ wir senden die Unterlagen sofort.,deshalb,trotzdem,aber,oder,0,deshalb,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_deshalb_die_frist_endet_heute_wir_senden_die_056,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_057,2026-02-14T09:56:00Z,,"Das Navi meldet Stau auf der A3, ___ wir nehmen die Umleitung.",darum,aber,oder,trotzdem,0,darum,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_darum_das_navi_meldet_stau_auf_der_a3_wir__057,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_058,2026-02-14T09:57:00Z,,Im Kühlschrank ist kaum noch Essen. ___ ich plane heute einen Einkauf.,aber,oder,trotzdem,daher,3,daher,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_daher_im_kuehlschrank_ist_kaum_noch_essen__058,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_059,2026-02-14T09:58:00Z,,"Der Kunde wartet schon seit 20 Minuten, ___ ich rufe ihn sofort zurück.",oder,trotzdem,aber,deshalb,3,deshalb,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_deshalb_der_kunde_wartet_schon_seit_20_minut_059,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_060,2026-02-14T09:59:00Z,,Die Datei ist zu groß für den Anhang. ___ ich schicke einen Download-Link.,trotzdem,daher,oder,aber,1,daher,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_daher_die_datei_ist_zu_gross_fuer_den_anha_060,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_061,2026-02-14T10:00:00Z,,Die Bahn streikt heute. ___ ich fahre mit dem Fahrrad zur Arbeit.,aber,oder,trotzdem,deshalb,3,deshalb,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_deshalb_die_bahn_streikt_heute_ich_fahre_mit_061,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_062,2026-02-14T10:01:00Z,,"Der Termin wurde auf 8 Uhr vorverlegt, ___ ich stelle den Wecker früher.",trotzdem,oder,darum,aber,2,darum,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_darum_der_termin_wurde_auf_8_uhr_vorverleg_062,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_063,2026-02-14T10:02:00Z,,Der Drucker zeigt Papierstau. ___ ich öffne erst die Klappe.,aber,trotzdem,daher,oder,2,daher,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_daher_der_drucker_zeigt_papierstau_ich_oef_063,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_064,2026-02-14T10:03:00Z,,"Die Frist endet heute, ___ wir senden die Unterlagen sofort.",deshalb,aber,trotzdem,oder,0,deshalb,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_deshalb_die_frist_endet_heute_wir_senden_die_064,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_065,2026-02-14T10:04:00Z,,Das Navi meldet Stau auf der A3. ___ wir nehmen die Umleitung.,trotzdem,darum,oder,aber,1,darum,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_darum_das_navi_meldet_stau_auf_der_a3_wir__065,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_066,2026-02-14T10:05:00Z,,"Im Kühlschrank ist kaum noch Essen, ___ ich plane heute einen Einkauf.",oder,aber,daher,trotzdem,2,daher,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_daher_im_kuehlschrank_ist_kaum_noch_essen__066,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_067,2026-02-14T10:06:00Z,,Der Kunde wartet schon seit 20 Minuten. ___ ich rufe ihn sofort zurück.,aber,oder,deshalb,trotzdem,2,deshalb,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_deshalb_der_kunde_wartet_schon_seit_20_minut_067,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_068,2026-02-14T10:07:00Z,,"Die Datei ist zu groß für den Anhang, ___ ich schicke einen Download-Link.",trotzdem,aber,oder,daher,3,daher,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",a2_d2_daher_die_datei_ist_zu_gross_fuer_den_anha_068,A2,Situationslogik,2,6,"Die Wahl folgt aus einer konkreten Situation, nicht aus einer Regel.",A2-logic,,ready,,
logik_069,2026-02-14T10:08:00Z,,"Mehrere Teammitglieder sind krank, ___ wir priorisieren die wichtigsten Aufgaben.",daher,trotzdem,aber,oder,0,daher,Aus der Lage ergibt sich eine konsistente Reaktion.,b1_d2_daher_mehrere_teammitglieder_sind_krank_wi_069,B1,Situationslogik,2,6,Aus der Lage ergibt sich eine konsistente Reaktion.,B1-logic,,ready,,
logik_070,2026-02-14T10:09:00Z,,Die Nachfrage ist deutlich gestiegen. ___ das Unternehmen erhöht die Produktion.,aber,somit,oder,trotzdem,1,somit,Aus der Lage ergibt sich eine konsistente Reaktion.,b1_d2_somit_die_nachfrage_ist_deutlich_gestiegen_070,B1,Situationslogik,2,6,Aus der Lage ergibt sich eine konsistente Reaktion.,B1-logic,,ready,,
