quiz_id,created_at,published_at,question,option_1,option_2,option_3,option_4,correct_option_id,correct_answer,explanation,key,level,category,logic_domain,logic_domain_secondary,core_reason,difficulty_tag,message_id,status,audio_text,audio_file_id
logik_s2_011,2026-03-01T08:10:00Z,,"Was passt semantisch? Vor dem Termin ist es sinnvoll, die wichtigsten Punkte ___.",verstecken,kleben,werfen,notieren,3,notieren,"Notizen helfen, relevante Inhalte nicht zu vergessen.",s2_a2_d1_notieren_was_passt_semantisch_vor_dem_termin_ist_es_011,A2,Semantische Logik,1,10,"Notizen helfen, relevante Inhalte nicht zu vergessen.",A2-logic-s2,,ready,,
logik_s2_012,2026-03-01T08:11:00Z,,"Inhaltlich richtig: Vor dem Termin ist es sinnvoll, die wichtigsten Punkte ___.",werfen,kleben,verstecken,notieren,3,notieren,"Notizen helfen, relevante Inhalte nicht zu vergessen.",s2_a2_d1_notieren_inhaltlich_richtig_vor_dem_termin_ist_es_s_012,A2,Semantische Logik,1,10,"Notizen helfen, relevante Inhalte nicht zu vergessen.",A2-logic-s2,,ready,,
logik_s2_013,2026-03-01T08:12:00Z,,"Was passt semantisch? Wenn die Aufgabe zu groß wirkt, kann man sie in Schritte ___.",gießen,lachen,brennen,teilen,3,teilen,Komplexe Aufgaben werden durch Teilung machbar.,s2_a2_d1_teilen_was_passt_semantisch_wenn_die_aufgabe_zu_g_013,A2,Semantische Logik,1,10,Komplexe Aufgaben werden durch Teilung machbar.,A2-logic-s2,,ready,,
logik_s2_014,2026-03-01T08:13:00Z,,"Inhaltlich richtig: Wenn die Aufgabe zu groß wirkt, kann man sie in Schritte ___.",gießen,teilen,brennen,lachen,1,teilen,Komplexe Aufgaben werden durch Teilung machbar.,s2_a2_d1_teilen_inhaltlich_richtig_wenn_die_aufgabe_zu_gro_014,A2,Semantische Logik,1,10,Komplexe Aufgaben werden durch Teilung machbar.,A2-logic-s2,,ready,,
logik_s2_015,2026-03-01T08:14:00Z,,"Was passt semantisch? Um Missverständnisse zu vermeiden, sollten wir Begriffe klar ___.",vergolden,reiten,definieren,stopfen,2,definieren,Klare Definitionen vermeiden Mehrdeutigkeit.,s2_a2_d1_definieren_was_passt_semantisch_um_missverstaendnisse_015,A2,Semantische Logik,1,10,Klare Definitionen vermeiden Mehrdeutigkeit.,A2-logic-s2,,ready,,
logik_s2_016,2026-03-01T08:15:00Z,,"Inhaltlich richtig: Um Missverständnisse zu vermeiden, sollten wir Begriffe klar ___.",vergolden,definieren,reiten,stopfen,1,definieren,Klare Definitionen vermeiden Mehrdeutigkeit.,s2_a2_d1_definieren_inhaltlich_richtig_um_missverstaendnisse_z_016,A2,Semantische Logik,1,10,Klare Definitionen vermeiden Mehrdeutigkeit.,A2-logic-s2,,ready,,
logik_s2_017,2026-03-01T08:16:00Z,,"Was passt semantisch? Wenn ein Plan nicht funktioniert, muss man ihn flexibel ___.",anpassen,verlieren,singen,frieren,0,anpassen,Unpassende Pläne müssen angepasst werden.,s2_a2_d1_anpassen_was_passt_semantisch_wenn_ein_plan_nicht_f_017,A2,Semantische Logik,1,10,Unpassende Pläne müssen angepasst werden.,A2-logic-s2,,ready,,
logik_s2_018,2026-03-01T08:17:00Z,,"Inhaltlich richtig: Wenn ein Plan nicht funktioniert, muss man ihn flexibel ___.",verlieren,anpassen,singen,frieren,1,anpassen,Unpassende Pläne müssen angepasst werden.,s2_a2_d1_anpassen_inhaltlich_richtig_wenn_ein_plan_nicht_fun_018,A2,Semantische Logik,1,10,Unpassende Pläne müssen angepasst werden.,A2-logic-s2,,ready,,
logik_s2_019,2026-03-01T08:18:00Z,,Was passt semantisch? Für eine gute Zusammenarbeit sollten wir Informationen offen ___.,trocknen,biegen,teilen,kaufen,2,teilen,Transparenz braucht das Teilen von Informationen.,s2_a2_d1_teilen_was_passt_semantisch_fuer_eine_gute_zusamm_019,A2,Semantische Logik,1,10,Transparenz braucht das Teilen von Informationen.,A2-logic-s2,,ready,,
logik_s2_020,2026-03-01T08:19:00Z,,Inhaltlich richtig: Für eine gute Zusammenarbeit sollten wir Informationen offen ___.,trocknen,teilen,kaufen,biegen,1,teilen,Transparenz braucht das Teilen von Informationen.,s2_a2_d1_teilen_inhaltlich_richtig_fuer_eine_gute_zusammen_020,A2,Semantische Logik,1,10,Transparenz braucht das Teilen von Informationen.,A2-logic-s2,,ready,,
logik_s2_021,2026-03-01T08:20:00Z,,"Semantisch präzise ergänzen: Die Kennzahlen wirken stabil, trotzdem müssen wir die Entwicklung weiter ___.",grillen,beobachten,lackieren,falten,1,beobachten,Stabile Zahlen brauchen weiterhin Beobachtung.,s2_b1_d1_beobachten_semantisch_praezise_ergaenzen_die_kennzahl_021,B1,Semantische Logik,1,10,Stabile Zahlen brauchen weiterhin Beobachtung.,B1-logic-s2,,ready,,
logik_s2_022,2026-03-01T08:21:00Z,,"Was ist inhaltlich stimmig? Die Kennzahlen wirken stabil, trotzdem müssen wir die Entwicklung weiter ___.",beobachten,grillen,falten,lackieren,0,beobachten,Stabile Zahlen brauchen weiterhin Beobachtung.,s2_b1_d1_beobachten_was_ist_inhaltlich_stimmig_die_kennzahlen__022,B1,Semantische Logik,1,10,Stabile Zahlen brauchen weiterhin Beobachtung.,B1-logic-s2,,ready,,
logik_s2_023,2026-03-01T08:22:00Z,,"Semantisch präzise ergänzen: Ein überzeugendes Konzept muss nicht nur kreativ, sondern auch praktisch ___.",teuer sein,weich sein,laut sein,umsetzbar sein,3,umsetzbar sein,Gute Konzepte müssen realisierbar sein.,s2_b1_d1_umsetzbar_sein_semantisch_praezise_ergaenzen_ein_ueberzeu_023,B1,Semantische Logik,1,10,Gute Konzepte müssen realisierbar sein.,B1-logic-s2,,ready,,
logik_s2_024,2026-03-01T08:23:00Z,,"Was ist inhaltlich stimmig? Ein überzeugendes Konzept muss nicht nur kreativ, sondern auch praktisch ___.",teuer sein,weich sein,umsetzbar sein,laut sein,2,umsetzbar sein,Gute Konzepte müssen realisierbar sein.,s2_b1_d1_umsetzbar_sein_was_ist_inhaltlich_stimmig_ein_ueberzeugen_024,B1,Semantische Logik,1,10,Gute Konzepte müssen realisierbar sein.,B1-logic-s2,,ready,,
logik_s2_025,2026-03-01T08:24:00Z,,"Semantisch präzise ergänzen: Wenn Annahmen unsicher sind, sollten wir sie mit Daten ___.",bemalen,validieren,vergraben,verdünnen,1,validieren,Unsichere Annahmen werden validiert.,s2_b1_d1_validieren_semantisch_praezise_ergaenzen_wenn_annahme_025,B1,Semantische Logik,1,10,Unsichere Annahmen werden validiert.,B1-logic-s2,,ready,,
logik_s2_026,2026-03-01T08:25:00Z,,"Was ist inhaltlich stimmig? Wenn Annahmen unsicher sind, sollten wir sie mit Daten ___.",verdünnen,vergraben,bemalen,validieren,3,validieren,Unsichere Annahmen werden validiert.,s2_b1_d1_validieren_was_ist_inhaltlich_stimmig_wenn_annahmen_u_026,B1,Semantische Logik,1,10,Unsichere Annahmen werden validiert.,B1-logic-s2,,ready,,
logik_s2_027,2026-03-01T08:26:00Z,,"Semantisch präzise ergänzen: Eine Maßnahme ist nur sinnvoll, wenn sie das Hauptproblem wirklich ___.",adressiert,vermehrt,verdampft,verziert,0,adressiert,Sinnvolle Maßnahmen treffen die Kernursache.,s2_b1_d1_adressiert_semantisch_praezise_ergaenzen_eine_massnah_027,B1,Semantische Logik,1,10,Sinnvolle Maßnahmen treffen die Kernursache.,B1-logic-s2,,ready,,
logik_s2_028,2026-03-01T08:27:00Z,,"Was ist inhaltlich stimmig? Eine Maßnahme ist nur sinnvoll, wenn sie das Hauptproblem wirklich ___.",verziert,adressiert,verdampft,vermehrt,1,adressiert,Sinnvolle Maßnahmen treffen die Kernursache.,s2_b1_d1_adressiert_was_ist_inhaltlich_stimmig_eine_massnahme__028,B1,Semantische Logik,1,10,Sinnvolle Maßnahmen treffen die Kernursache.,B1-logic-s2,,ready,,
logik_s2_029,2026-03-01T08:28:00Z,,Semantisch präzise ergänzen: Für belastbare Ergebnisse müssen wir methodisch sauber ___.,spazieren,arbeiten,einkaufen,umziehen,1,arbeiten,Belastbarkeit entsteht durch methodisches Arbeiten.,s2_b1_d1_arbeiten_semantisch_praezise_ergaenzen_fuer_belastb_029,B1,Semantische Logik,1,10,Belastbarkeit entsteht durch methodisches Arbeiten.,B1-logic-s2,,ready,,
logik_s2_030,2026-03-01T08:29:00Z,,Was ist inhaltlich stimmig? Für belastbare Ergebnisse müssen wir methodisch sauber ___.,umziehen,spazieren,einkaufen,arbeiten,3,arbeiten,Belastbarkeit entsteht durch methodisches Arbeiten.,s2_b1_d1_arbeiten_was_ist_inhaltlich_stimmig_fuer_belastbare_030,B1,Semantische Logik,1,10,Belastbarkeit entsteht durch methodisches Arbeiten.,B1-logic-s2,,ready,,
logik_s2_031,2026-03-01T08:30:00Z,,"Semantisch präzise ergänzen: Bevor wir skalieren, sollten wir den Prozess im Kleinen ___.",streuen,heben,testen,fegen,2,testen,Skalierung ohne Test erhöht das Risiko.,s2_b1_d1_testen_semantisch_praezise_ergaenzen_bevor_wir_sk_031,B1,Semantische Logik,1,10,Skalierung ohne Test erhöht das Risiko.,B1-logic-s2,,ready,,
logik_s2_032,2026-03-01T08:31:00Z,,"Was ist inhaltlich stimmig? Bevor wir skalieren, sollten wir den Prozess im Kleinen ___.",testen,heben,streuen,fegen,0,testen,Skalierung ohne Test erhöht das Risiko.,s2_b1_d1_testen_was_ist_inhaltlich_stimmig_bevor_wir_skali_032,B1,Semantische Logik,1,10,Skalierung ohne Test erhöht das Risiko.,B1-logic-s2,,ready,,
logik_s2_033,2026-03-01T08:32:00Z,,"Semantisch präzise ergänzen: Wenn Ziele konkurrieren, müssen Prioritäten transparent ___.",gesetzt werden,gekocht werden,gesungen werden,gewaschen werden,0,gesetzt werden,Konfliktende Ziele brauchen klare Prioritätensetzung.,s2_b1_d1_gesetzt_werden_semantisch_praezise_ergaenzen_wenn_ziele_k_033,B1,Semantische Logik,1,10,Konfliktende Ziele brauchen klare Prioritätensetzung.,B1-logic-s2,,ready,,
logik_s2_034,2026-03-01T08:33:00Z,,"Was ist inhaltlich stimmig? Wenn Ziele konkurrieren, müssen Prioritäten transparent ___.",gewaschen werden,gekocht werden,gesetzt werden,gesungen werden,2,gesetzt werden,Konfliktende Ziele brauchen klare Prioritätensetzung.,s2_b1_d1_gesetzt_werden_was_ist_inhaltlich_stimmig_wenn_ziele_konk_034,B1,Semantische Logik,1,10,Konfliktende Ziele brauchen klare Prioritätensetzung.,B1-logic-s2,,ready,,
logik_s2_035,2026-03-01T08:34:00Z,,"Semantisch präzise ergänzen: Ein Bericht ist nur hilfreich, wenn Schlussfolgerungen klar ___.",gestrichen sind,gebügelt sind,begründet sind,beleuchtet sind,2,begründet sind,Nützliche Berichte benötigen nachvollziehbare Begründungen.,s2_b1_d1_begruendet_sind_semantisch_praezise_ergaenzen_ein_bericht__035,B1,Semantische Logik,1,10,Nützliche Berichte benötigen nachvollziehbare Begründungen.,B1-logic-s2,,ready,,
logik_s2_036,2026-03-01T08:35:00Z,,"Was ist inhaltlich stimmig? Ein Bericht ist nur hilfreich, wenn Schlussfolgerungen klar ___.",gebügelt sind,beleuchtet sind,gestrichen sind,begründet sind,3,begründet sind,Nützliche Berichte benötigen nachvollziehbare Begründungen.,s2_b1_d1_begruendet_sind_was_ist_inhaltlich_stimmig_ein_bericht_ist_036,B1,Semantische Logik,1,10,Nützliche Berichte benötigen nachvollziehbare Begründungen.,B1-logic-s2,,ready,,
logik_s2_037,2026-03-01T08:36:00Z,,"Semantisch präzise ergänzen: Um Verzerrungen zu vermeiden, sollten wir mehrere Perspektiven ___.",einbeziehen,anmalen,einpacken,abbauen,0,einbeziehen,Mehrere Perspektiven reduzieren Verzerrungen.,s2_b1_d1_einbeziehen_semantisch_praezise_ergaenzen_um_verzerrun_037,B1,Semantische Logik,1,10,Mehrere Perspektiven reduzieren Verzerrungen.,B1-logic-s2,,ready,,
logik_s2_038,2026-03-01T08:37:00Z,,"Was ist inhaltlich stimmig? Um Verzerrungen zu vermeiden, sollten wir mehrere Perspektiven ___.",anmalen,einbeziehen,einpacken,abbauen,1,einbeziehen,Mehrere Perspektiven reduzieren Verzerrungen.,s2_b1_d1_einbeziehen_was_ist_inhaltlich_stimmig_um_verzerrungen_038,B1,Semantische Logik,1,10,Mehrere Perspektiven reduzieren Verzerrungen.,B1-logic-s2,,ready,,
logik_s2_039,2026-03-01T08:38:00Z,,"Semantisch präzise ergänzen: Eine Entscheidung bleibt robust, wenn sie auf klaren Kriterien ___.",tanzt,streitet,wartet,basiert,3,basiert,Robuste Entscheidungen basieren auf Kriterien.,s2_b1_d1_basiert_semantisch_praezise_ergaenzen_eine_entsche_039,B1,Semantische Logik,1,10,Robuste Entscheidungen basieren auf Kriterien.,B1-logic-s2,,ready,,
logik_s2_040,2026-03-01T08:39:00Z,,"Was ist inhaltlich stimmig? Eine Entscheidung bleibt robust, wenn sie auf klaren Kriterien ___.",wartet,streitet,basiert,tanzt,2,basiert,Robuste Entscheidungen basieren auf Kriterien.,s2_b1_d1_basiert_was_ist_inhaltlich_stimmig_eine_entscheidu_040,B1,Semantische Logik,1,10,Robuste Entscheidungen basieren auf Kriterien.,B1-logic-s2,,ready,,
logik_s2_041,2026-03-01T08:40:00Z,,"Der Aufzug ist defekt, ___ wir nehmen die Treppe.",aber,deshalb,trotzdem,oder,1,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_der_aufzug_ist_defekt_wir_nehmen_die_trepp_041,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_042,2026-03-01T08:41:00Z,,Der Aufzug ist defekt. ___ wir nehmen die Treppe.,aber,deshalb,trotzdem,oder,1,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_der_aufzug_ist_defekt_wir_nehmen_die_trepp_042,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_043,2026-03-01T08:42:00Z,,"Der Zug fällt heute aus, ___ ich fahre mit dem Bus.",darum,trotzdem,oder,aber,0,darum,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_darum_der_zug_faellt_heute_aus_ich_fahre_mit_dem_043,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_044,2026-03-01T08:43:00Z,,Der Zug fällt heute aus. ___ ich fahre mit dem Bus.,trotzdem,oder,darum,aber,2,darum,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_darum_der_zug_faellt_heute_aus_ich_fahre_mit_dem_044,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_045,2026-03-01T08:44:00Z,,"Die Datei ist zu groß für den Anhang, ___ ich sende einen Link.",oder,daher,trotzdem,aber,1,daher,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_daher_die_datei_ist_zu_gross_fuer_den_anhang_ich_045,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_046,2026-03-01T08:45:00Z,,Die Datei ist zu groß für den Anhang. ___ ich sende einen Link.,oder,trotzdem,aber,daher,3,daher,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_daher_die_datei_ist_zu_gross_fuer_den_anhang_ich_046,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_047,2026-03-01T08:46:00Z,,"Es gibt heute Glatteis, ___ wir fahren besonders langsam.",aber,oder,deshalb,trotzdem,2,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_es_gibt_heute_glatteis_wir_fahren_besonder_047,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_048,2026-03-01T08:47:00Z,,Es gibt heute Glatteis. ___ wir fahren besonders langsam.,trotzdem,oder,deshalb,aber,2,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_es_gibt_heute_glatteis_wir_fahren_besonder_048,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_049,2026-03-01T08:48:00Z,,"Mein Laptop ist fast leer, ___ ich suche sofort ein Ladegerät.",oder,aber,trotzdem,darum,3,darum,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_darum_mein_laptop_ist_fast_leer_ich_suche_sofort_049,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_050,2026-03-01T08:49:00Z,,Mein Laptop ist fast leer. ___ ich suche sofort ein Ladegerät.,aber,darum,trotzdem,oder,1,darum,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_darum_mein_laptop_ist_fast_leer_ich_suche_sofort_050,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_051,2026-03-01T08:50:00Z,,"Die Frist wurde vorgezogen, ___ wir priorisieren diese Aufgabe.",oder,daher,aber,trotzdem,1,daher,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_daher_die_frist_wurde_vorgezogen_wir_priorisiere_051,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_052,2026-03-01T08:51:00Z,,Die Frist wurde vorgezogen. ___ wir priorisieren diese Aufgabe.,daher,aber,trotzdem,oder,0,daher,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_daher_die_frist_wurde_vorgezogen_wir_priorisiere_052,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_053,2026-03-01T08:52:00Z,,"Die Kundin wartet schon lange, ___ ich rufe zuerst sie zurück.",oder,aber,trotzdem,deshalb,3,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_die_kundin_wartet_schon_lange_ich_rufe_zue_053,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_054,2026-03-01T08:53:00Z,,Die Kundin wartet schon lange. ___ ich rufe zuerst sie zurück.,deshalb,trotzdem,aber,oder,0,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_die_kundin_wartet_schon_lange_ich_rufe_zue_054,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_055,2026-03-01T08:54:00Z,,"Der Konferenzraum ist belegt, ___ wir wechseln kurzfristig den Raum.",aber,darum,trotzdem,oder,1,darum,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_darum_der_konferenzraum_ist_belegt_wir_wechseln__055,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_056,2026-03-01T08:55:00Z,,Der Konferenzraum ist belegt. ___ wir wechseln kurzfristig den Raum.,oder,trotzdem,aber,darum,3,darum,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_darum_der_konferenzraum_ist_belegt_wir_wechseln__056,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_057,2026-03-01T08:56:00Z,,"Im System gibt es eine Störung, ___ wir informieren das Support-Team.",oder,daher,aber,trotzdem,1,daher,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_daher_im_system_gibt_es_eine_stoerung_wir_inform_057,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_058,2026-03-01T08:57:00Z,,Im System gibt es eine Störung. ___ wir informieren das Support-Team.,aber,oder,daher,trotzdem,2,daher,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_daher_im_system_gibt_es_eine_stoerung_wir_inform_058,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_059,2026-03-01T08:58:00Z,,"Es sind zu wenig Plätze frei, ___ wir reservieren früher.",trotzdem,aber,oder,deshalb,3,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_es_sind_zu_wenig_plaetze_frei_wir_reservie_059,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_060,2026-03-01T08:59:00Z,,Es sind zu wenig Plätze frei. ___ wir reservieren früher.,trotzdem,oder,deshalb,aber,2,deshalb,Die Situation bestimmt die direkte Folgehandlung.,s2_a2_d2_deshalb_es_sind_zu_wenig_plaetze_frei_wir_reservie_060,A2,Situationslogik,2,6,Die Situation bestimmt die direkte Folgehandlung.,A2-logic-s2,,ready,,
logik_s2_061,2026-03-01T09:00:00Z,,"Die Ressourcenkapazität ist begrenzt, ___ wir priorisieren die Kernaufgaben.",dennoch,aber,daher,oder,2,daher,Die Wahl folgt aus der Lageeinschätzung.,s2_b1_d2_daher_die_ressourcenkapazitaet_ist_begrenzt_wir__061,B1,Situationslogik,2,6,Die Wahl folgt aus der Lageeinschätzung.,B1-logic-s2,,ready,,
logik_s2_062,2026-03-01T09:01:00Z,,Die Ressourcenkapazität ist begrenzt. ___ wir priorisieren die Kernaufgaben.,oder,dennoch,daher,aber,2,daher,Die Wahl folgt aus der Lageeinschätzung.,s2_b1_d2_daher_die_ressourcenkapazitaet_ist_begrenzt_wir__062,B1,Situationslogik,2,6,Die Wahl folgt aus der Lageeinschätzung.,B1-logic-s2,,ready,,
logik_s2_063,2026-03-01T09:02:00Z,,"Die Nachfrage ist unerwartet gestiegen, ___ das Team erweitert die Schichten.",dennoch,oder,aber,somit,3,somit,Die Wahl folgt aus der Lageeinschätzung.,s2_b1_d2_somit_die_nachfrage_ist_unerwartet_gestiegen_das_063,B1,Situationslogik,2,6,Die Wahl folgt aus der Lageeinschätzung.,B1-logic-s2,,ready,,
logik_s2_064,2026-03-01T09:03:00Z,,Die Nachfrage ist unerwartet gestiegen. ___ das Team erweitert die Schichten.,dennoch,aber,oder,somit,3,somit,Die Wahl folgt aus der Lageeinschätzung.,s2_b1_d2_somit_die_nachfrage_ist_unerwartet_gestiegen_das_064,B1,Situationslogik,2,6,Die Wahl folgt aus der Lageeinschätzung.,B1-logic-s2,,ready,,
logik_s2_065,2026-03-01T09:04:00Z,,"Mehrere Anforderungen widersprechen sich, ___ wir moderieren einen Abstimmungstermin.",aber,oder,daher,dennoch,2,daher,Die Wahl folgt aus der Lageeinschätzung.,s2_b1_d2_daher_mehrere_anforderungen_widersprechen_sich_w_065,B1,Situationslogik,2,6,Die Wahl folgt aus der Lageeinschätzung.,B1-logic-s2,,ready,,
logik_s2_066,2026-03-01T09:05:00Z,,Mehrere Anforderungen widersprechen sich. ___ wir moderieren einen Abstimmungstermin.,daher,oder,aber,dennoch,0,daher,Die Wahl folgt aus der Lageeinschätzung.,s2_b1_d2_daher_mehrere_anforderungen_widersprechen_sich_w_066,B1,Situationslogik,2,6,Die Wahl folgt aus der Lageeinschätzung.,B1-logic-s2,,ready,,
